ID,Warehouse_vintage,Datayear,QCStatus,QCDate,Projname,Watershed,SARIS_PALIS_CAMIS,Waterbody,UNIQUE_ID,STAID_YR,DESCRIPTOR,MLTYP_NAME,MILEPT,nMILEPT,Latitude,Longitude,FSLOG,SURV_TYPE,OWMID,DATE,dDATE,TIME,dTIME,FLOWSTAT,DEPTH,nDEPTH,DEPTHSS,TEMP,nTEMP,TEMPSS,PH,nPH,PHSS,SPCOND,nSPCOND,SPCONDSS,TDS,nTDS,TDSSS,DO,nDO,DOSS,DOSAT,nDOSAT,DOSATSS,ResComm,datetime,year,month,day,day_of_year,season,is_summer,DO_critical,stress_combo,flow_flag,risk_score
109395,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239525,Powissett Brook,W0407,W0407,"[Wilsondale Street, Dover (below impoundment).]",River/Stream,0.658,0.658,42.25123356,-71.23970713,07-A509-01,River,72-0916,6/18/2007,2007-06-18,12:45:02 PM,12:45:02,Flowing,0.1,0.1,,24.0,24.0,,6.4,6.4,,68.0,68.0,,43.0,43.0,,7.2,7.2,,87,87.0,,,2007-06-18,2007.0,6.0,18.0,169.0,Summer,1,0,0,1,2
109396,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239525,Powissett Brook,W0407,W0407,"[Wilsondale Street, Dover (below impoundment).]",River/Stream,0.658,0.658,42.25123356,-71.23970713,07-A509-01,River,72-0917,6/20/2007,2007-06-20,9:45:00 AM,09:45:00,Flowing,0.1,0.1,,23.2,23.2,,6.3,6.3,,70.0,70.0,,45.0,45.0,,6.6,6.6,,79,79.0,,,2007-06-20,2007.0,6.0,20.0,171.0,Summer,1,0,0,1,2
109397,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239050,Charles River,W1141,W1141,"[approximately 500 feet downstream of Willow Street/South Street, Dover/Needham (approximately 1000 feet upstream of USGS Dover gage #01103500)]",River/Stream,28.916,28.916,42.25781415,-71.26256067,07-A509-02,River,72-0919,6/18/2007,2007-06-18,1:15:02 PM,13:15:02,Flowing,0.1,0.1,,22.9,22.9,,7.0,7.0,,331.0,331.0,,212.0,212.0,,8.1,8.1,,96,96.0,,,2007-06-18,2007.0,6.0,18.0,169.0,Summer,1,0,0,1,2
109398,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239050,Charles River,W1141,W1141,"[approximately 500 feet downstream of Willow Street/South Street, Dover/Needham (approximately 1000 feet upstream of USGS Dover gage #01103500)]",River/Stream,28.916,28.916,42.25781415,-71.26256067,07-A509-02,River,72-0920,6/20/2007,2007-06-20,10:05:32 AM,10:05:32,Flowing,0.3,0.3,,23.6,23.6,,7.0,7.0,,346.0,346.0,,221.0,221.0,,7.8,7.8,,94,94.0,,,2007-06-20,2007.0,6.0,20.0,171.0,Summer,1,0,0,1,2
109399,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239575,Trout Brook,W0408,W0408,"[Haven Street, Dover]",River/Stream,1,1.0,42.25417326,-71.29337351,07-A509-03,River,72-0922,6/18/2007,2007-06-18,1:49:03 PM,13:49:03,Flowing,0.4,0.4,,20.0,20.0,,6.4,6.4,,265.0,265.0,,169.0,169.0,,4.9,4.9,,54,54.0,,,2007-06-18,2007.0,6.0,18.0,169.0,Summer,1,1,0,1,3
109400,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239575,Trout Brook,W0408,W0408,"[Haven Street, Dover]",River/Stream,1,1.0,42.25417326,-71.29337351,07-A509-03,River,72-0923,6/20/2007,2007-06-20,10:26:34 AM,10:26:34,Flowing,0.4,0.4,,18.3,18.3,,6.4,6.4,,275.0,275.0,,176.0,176.0,,4.3,4.3,,47,47.0,,,2007-06-20,2007.0,6.0,20.0,171.0,Summer,1,1,0,1,3
109401,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239625,Fuller Brook,W0409,W0409,"[Dover Road, Wellesley]",River/Stream,0.302,0.302,42.28652324,-71.29384261,07-A509-04,River,72-0925,6/18/2007,2007-06-18,2:17:13 PM,14:17:13,Flowing,0.1,0.1,,18.7,18.7,,7.2,7.2,,441.0,441.0,,282.0,282.0,,8.4,8.4,,91,91.0,,,2007-06-18,2007.0,6.0,18.0,169.0,Summer,1,0,0,1,2
109402,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239625,Fuller Brook,W0409,W0409,"[Dover Road, Wellesley]",River/Stream,0.302,0.302,42.28652324,-71.29384261,07-A509-04,River,72-0926,6/20/2007,2007-06-20,10:52:01 AM,10:52:01,Flowing,0.2,0.2,,17.6,17.6,,7.1,7.1,,461.0,461.0,,295.0,295.0,,8.0,8.0,,86,86.0,,,2007-06-20,2007.0,6.0,20.0,171.0,Summer,1,0,0,1,2
109403,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239050,Charles River,W1138,W1138,"[approximately 1000 feet upstream of Davis Brook confluence, Natick (informal boat launch off Route 16)]",River/Stream,36.334,36.334,42.26439957,-71.32538186,07-A507-03,River,72-0928,6/18/2007,2007-06-18,1:33:01 PM,13:33:01,Flowing,0.9,0.9,,23.5,23.5,,6.9,6.9,,334.0,334.0,,214.0,214.0,,7.6,7.6,u,90,90.0,u,,2007-06-18,2007.0,6.0,18.0,169.0,Summer,1,0,0,1,2
109404,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239050,Charles River,W1138,W1138,"[approximately 1000 feet upstream of Davis Brook confluence, Natick (informal boat launch off Route 16)]",River/Stream,36.334,36.334,42.26439957,-71.32538186,07-A507-03,River,72-0929,6/20/2007,2007-06-20,11:19:02 AM,11:19:02,Flowing,0.3,0.3,,23.3,23.3,,6.8,6.8,,346.0,346.0,,222.0,222.0,,5.8,5.8,,70,70.0,,,2007-06-20,2007.0,6.0,20.0,171.0,Summer,1,0,0,1,2
109405,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239720,Unnamed Tributary,W1587,W1587,"[unnamed tributary to Charles River, South Street Natick]",River/Stream,,,42.25505525,-71.33009248,07-A507-04,River,72-0931,6/18/2007,2007-06-18,2:02:03 PM,14:02:03,Flowing,0.2,0.2,,26.8,26.8,,7.1,7.1,,246.0,246.0,,158.0,158.0,,8.6,8.6,,109,109.0,,,2007-06-18,2007.0,6.0,18.0,169.0,Summer,1,0,0,1,2
109406,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239720,Unnamed Tributary,W1587,W1587,"[unnamed tributary to Charles River, South Street Natick]",River/Stream,,,42.25505525,-71.33009248,07-A507-04,River,72-0932,6/20/2007,2007-06-20,11:36:31 AM,11:36:31,Flowing,0.1,0.1,,21.6,21.6,,6.8,6.8,,249.0,249.0,,159.0,159.0,,6.4,6.4,,74,74.0,,,2007-06-20,2007.0,6.0,20.0,171.0,Summer,1,0,0,1,2
109407,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239050,Charles River,W1137,W1137,"[Route 27, Medfield/Sherborn]",River/Stream,41.805,41.805,42.21006156,-71.35172497,07-A507-05,River,72-0934,6/18/2007,2007-06-18,2:44:01 PM,14:44:01,Flowing,2.0,2.0,,22.9,22.9,,6.8,6.8,,347.0,347.0,,222.0,222.0,,6.9,6.9,,81,81.0,,,2007-06-18,2007.0,6.0,18.0,169.0,Summer,1,0,0,1,2
109408,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239050,Charles River,W1137,W1137,"[Route 27, Medfield/Sherborn]",River/Stream,41.805,41.805,42.21006156,-71.35172497,07-A507-05,River,72-0935,6/20/2007,2007-06-20,12:45:02 PM,12:45:02,Flowing,1.4,1.4,,23.1,23.1,,6.8,6.8,,372.0,372.0,,238.0,238.0,,5.9,5.9,,71,71.0,,,2007-06-20,2007.0,6.0,20.0,171.0,Summer,1,0,0,1,2
109410,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239660,Unnamed Tributary,W1582,W1582,"[unnamed tributary between Bogle Brook/Reeds Pond and Morses Pond, Wellesley (just upstream of culverting under parking lot)]",River/Stream,,,42.30510355,-71.3252761,07-A509-05,River,72-0938,6/20/2007,2007-06-20,12:05:32 PM,12:05:32,Flowing,0.2,0.2,,21.4,21.4,,7.2,7.2,,531.0,531.0,,340.0,340.0,,7.3,7.3,,85,85.0,,,2007-06-20,2007.0,6.0,20.0,171.0,Summer,1,0,0,1,2
109411,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239050,Charles River,W0384,W0384,"[footbridge above Watertown Dam, Watertown.]",River/Stream,8.644,8.644,42.36514506,-71.1903328,07-A005-01,River,72-0973,6/19/2007,2007-06-19,6:09:33 AM,06:09:33,Flowing,0.6,0.6,,21.9,21.9,,6.9,6.9,,410.0,410.0,,262.0,262.0,,6.5,6.5,i,75,75.0,i,,2007-06-19,2007.0,6.0,19.0,170.0,Summer,1,0,0,1,2
109428,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7240375,Godfrey Brook,W1585,W1585,"[Vernon Street, Milford]",River/Stream,,,42.13103033,-71.5155242,07-A513-02,River,72-1008,7/20/2007,2007-07-20,9:15:01 AM,09:15:01,Flowing,0.1,0.1,,19.8,19.8,,7.0,7.0,,476.0,476.0,,304.0,304.0,,6.8,6.8,,76,76.0,,,2007-07-20,2007.0,7.0,20.0,201.0,Summer,1,0,0,1,2
109429,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7240375,Godfrey Brook,W1585,W1585,"[Vernon Street, Milford]",River/Stream,,,42.13103033,-71.5155242,07-A513-02,River,72-1009,7/23/2007,2007-07-23,9:33:05 AM,09:33:05,Flowing,0.2,0.2,,17.7,17.7,,7.2,7.2,,692.0,692.0,,443.0,443.0,,7.4,7.4,i,79,79.0,i,,2007-07-23,2007.0,7.0,23.0,204.0,Summer,1,0,0,1,2
109430,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7240350,Beaver Brook,W1142,W1142,"[approximately 725 feet upstream of confluence with Charles River, Bellingham (upstream of footpath off Taunton Street)]",River/Stream,0.137,0.137,42.09620732,-71.47958751,07-A513-03,River,72-1011,7/20/2007,2007-07-20,9:48:01 AM,09:48:01,Flowing,0.1,0.1,,20.4,20.4,,6.8,6.8,,306.0,306.0,,196.0,196.0,,6.0,6.0,,69,69.0,,,2007-07-20,2007.0,7.0,20.0,201.0,Summer,1,0,0,1,2
109431,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7240350,Beaver Brook,W1142,W1142,"[approximately 725 feet upstream of confluence with Charles River, Bellingham (upstream of footpath off Taunton Street)]",River/Stream,0.137,0.137,42.09620732,-71.47958751,07-A513-03,River,72-1012,7/23/2007,2007-07-23,10:12:35 AM,10:12:35,Flowing,0.1,0.1,,17.9,17.9,,6.8,6.8,,296.0,296.0,,189.0,189.0,,6.7,6.7,i,71,71.0,i,,2007-07-23,2007.0,7.0,23.0,204.0,Summer,1,0,0,1,2
109432,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7240200,Mine Brook,W1588,W1588,"[West Central Street (Route 140), Franklin]",River/Stream,,,42.09047755,-71.43283604,07-A513-04,River,72-1014,7/20/2007,2007-07-20,10:19:02 AM,10:19:02,Flowing,0.1,0.1,,21.4,21.4,,7.1,7.1,,672.0,672.0,,430.0,430.0,,7.6,7.6,,88,88.0,,,2007-07-20,2007.0,7.0,20.0,201.0,Summer,1,0,0,1,2
109433,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7240200,Mine Brook,W1588,W1588,"[West Central Street (Route 140), Franklin]",River/Stream,,,42.09047755,-71.43283604,07-A513-04,River,72-1015,7/23/2007,2007-07-23,11:04:26 AM,11:04:26,Flowing,0.1,0.1,,19.7,19.7,,7.4,7.4,,751.0,751.0,c,481.0,481.0,c,8.1,8.1,i,89,89.0,i,,2007-07-23,2007.0,7.0,23.0,204.0,Summer,1,0,0,1,2
109434,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239050,Charles River,W1135,W1135,"[Maple Street, Bellingham]",River/Stream,60.515,60.515,42.11943443,-71.45344443,07-A513-05,River,72-1017,7/20/2007,2007-07-20,10:45:31 AM,10:45:31,Flowing,0.1,0.1,,23.5,23.5,,7.3,7.3,,601.0,601.0,,385.0,385.0,,6.6,6.6,,80,80.0,,,2007-07-20,2007.0,7.0,20.0,201.0,Summer,1,0,0,1,2
109435,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239050,Charles River,W1135,W1135,"[Maple Street, Bellingham]",River/Stream,60.515,60.515,42.11943443,-71.45344443,07-A513-05,River,72-1018,7/23/2007,2007-07-23,11:36:01 AM,11:36:01,Flowing,0.2,0.2,,21.6,21.6,,7.4,7.4,,707.0,707.0,,452.0,452.0,,6.9,6.9,i,79,79.0,i,,2007-07-23,2007.0,7.0,23.0,204.0,Summer,1,0,0,1,2
109436,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7240275,Hopping Brook,W1584,W1584,"[Hartford Avenue (Route 126), Bellingham]",River/Stream,,,42.13445842,-71.44602039,07-A513-06,River,72-1020,7/20/2007,2007-07-20,11:10:02 AM,11:10:02,Flowing,0.4,0.4,,21.4,21.4,,7.0,7.0,,249.0,249.0,,160.0,160.0,,7.0,7.0,,81,81.0,,,2007-07-20,2007.0,7.0,20.0,201.0,Summer,1,0,0,1,2
109437,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7240275,Hopping Brook,W1584,W1584,"[Hartford Avenue (Route 126), Bellingham]",River/Stream,,,42.13445842,-71.44602039,07-A513-06,River,72-1021,7/23/2007,2007-07-23,11:57:31 AM,11:57:31,Flowing,0.3,0.3,,19.0,19.0,,7.1,7.1,,251.0,251.0,,160.0,160.0,,7.4,7.4,i,81,81.0,i,,2007-07-23,2007.0,7.0,23.0,204.0,Summer,1,0,0,1,2
109438,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7240200,Mine Brook,W1147,W1147,"[Pond Street, Franklin]",River/Stream,1.268,1.268,42.12453197,-71.43065489,07-A513-07,River,72-1023,7/20/2007,2007-07-20,11:39:02 AM,11:39:02,Flowing,0.2,0.2,,22.9,22.9,,6.7,6.7,,762.0,762.0,c,488.0,488.0,c,3.5,3.5,,42,42.0,,,2007-07-20,2007.0,7.0,20.0,201.0,Summer,1,1,0,1,3
109440,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7240175,Chicken Brook,W1583,W1583,"[approximately 400 feet downstream of Winthrop Street, Medway]",River/Stream,,,42.15140376,-71.42713966,07-A513-08,River,72-1026,7/20/2007,2007-07-20,12:09:02 PM,12:09:02,Flowing,0.1,0.1,,23.9,23.9,,7.2,7.2,,157.0,157.0,,101.0,101.0,,6.8,6.8,,82,82.0,,,2007-07-20,2007.0,7.0,20.0,201.0,Summer,1,0,0,1,2
109442,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239050,Charles River,W0414,W0414,"[Walker Street, Medway (near USGS flow gaging station #01103280)  (upstream of Charles River Pollution Control District (MA0102598) discharge)]",River/Stream,54.677,54.677,42.14007115,-71.3896734,07-A516-01,River,72-1029,7/23/2007,2007-07-23,12:48:32 PM,12:48:32,Flowing,0.3,0.3,,21.9,21.9,,7.7,7.7,,606.0,606.0,,388.0,388.0,,8.2,8.2,i,94,94.0,i,,2007-07-23,2007.0,7.0,23.0,204.0,Summer,1,0,0,1,2
109443,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239050,Charles River,W0414,W0414,"[Walker Street, Medway (near USGS flow gaging station #01103280)  (upstream of Charles River Pollution Control District (MA0102598) discharge)]",River/Stream,54.677,54.677,42.14007115,-71.3896734,07-A516-01,River,72-1030,7/25/2007,2007-07-25,8:41:04 AM,08:41:04,Flowing,0.4,0.4,,21.3,21.3,,7.6,7.6,,636.0,636.0,,407.0,407.0,,8.4,8.4,,95,95.0,,,2007-07-25,2007.0,7.0,25.0,206.0,Summer,1,0,0,1,2
109444,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239050,Charles River,W1136,W1136,"[Dean Street, Millis (downstream from the Charles River Pollution Control District (MA0102598) discharge)]",River/Stream,51.649,51.649,42.13828143,-71.35867289,07-A516-02,River,72-1032,7/23/2007,2007-07-23,1:24:01 PM,13:24:01,Flowing,0.4,0.4,,22.5,22.5,,7.3,7.3,,557.0,557.0,,357.0,357.0,,6.8,6.8,i,79,79.0,i,,2007-07-23,2007.0,7.0,23.0,204.0,Summer,1,0,0,1,2
109445,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239050,Charles River,W1136,W1136,"[Dean Street, Millis (downstream from the Charles River Pollution Control District (MA0102598) discharge)]",River/Stream,51.649,51.649,42.13828143,-71.35867289,07-A516-02,River,72-1033,7/25/2007,2007-07-25,9:04:04 AM,09:04:04,Flowing,0.3,0.3,,22.4,22.4,,7.2,7.2,,564.0,564.0,,361.0,361.0,,6.4,6.4,,75,75.0,,,2007-07-25,2007.0,7.0,25.0,206.0,Summer,1,0,0,1,2
109446,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239925,Stop River,W1150,W1150,"[Campbell Street, Norfolk (approximately 1/2 mile upstream of MCI Norfolk Walpole WWTF (MA0102253) discharge)]",River/Stream,4.904,4.904,42.12911182,-71.30503034,07-A516-03,River,72-1035,7/23/2007,2007-07-23,1:58:32 PM,13:58:32,Flowing,0.3,0.3,,23.4,23.4,,7.5,7.5,,315.0,315.0,,201.0,201.0,,7.5,7.5,i,89,89.0,i,,2007-07-23,2007.0,7.0,23.0,204.0,Summer,1,0,0,1,2
109447,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239925,Stop River,W1150,W1150,"[Campbell Street, Norfolk (approximately 1/2 mile upstream of MCI Norfolk Walpole WWTF (MA0102253) discharge)]",River/Stream,4.904,4.904,42.12911182,-71.30503034,07-A516-03,River,72-1036,7/25/2007,2007-07-25,9:31:32 AM,09:31:32,Flowing,0.3,0.3,,23.4,23.4,,7.5,7.5,,316.0,316.0,,202.0,202.0,,7.5,7.5,,89,89.0,,,2007-07-25,2007.0,7.0,25.0,206.0,Summer,1,0,0,1,2
109448,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239925,Stop River,W1151,W1151,"[Noon Hill Road, Medfield]",River/Stream,2.065,2.065,42.15866554,-71.30280984,07-A516-04,River,72-1038,7/23/2007,2007-07-23,2:33:32 PM,14:33:32,Flowing,0.3,0.3,,21.2,21.2,,7.1,7.1,,365.0,365.0,,233.0,233.0,,4.9,4.9,i,56,56.0,i,,2007-07-23,2007.0,7.0,23.0,204.0,Summer,1,1,0,1,3
109449,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239925,Stop River,W1151,W1151,"[Noon Hill Road, Medfield]",River/Stream,2.065,2.065,42.15866554,-71.30280984,07-A516-04,River,72-1039,7/25/2007,2007-07-25,10:02:03 AM,10:02:03,Flowing,0.3,0.3,,22.0,22.0,,7.1,7.1,,360.0,360.0,,230.0,230.0,,4.7,4.7,,54,54.0,,,2007-07-25,2007.0,7.0,25.0,206.0,Summer,1,1,0,1,3
109450,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239875,Mill Brook,W1586,W1586,"[North Meadows Road (Route 27), Medfield (identified as North Brook on USGS 1987 Medfield quadrangle)]",River/Stream,,,42.19598069,-71.33022096,07-A516-05,River,72-1041,7/23/2007,2007-07-23,3:17:34 PM,15:17:34,Flowing,0.1,0.1,,18.0,18.0,,6.8,6.8,,264.0,264.0,,169.0,169.0,,7.4,7.4,i,79,79.0,i,,2007-07-23,2007.0,7.0,23.0,204.0,Summer,1,0,0,1,2
109451,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239875,Mill Brook,W1586,W1586,"[North Meadows Road (Route 27), Medfield (identified as North Brook on USGS 1987 Medfield quadrangle)]",River/Stream,,,42.19598069,-71.33022096,07-A516-05,River,72-1042,7/25/2007,2007-07-25,10:27:04 AM,10:27:04,Flowing,0.2,0.2,,19.2,19.2,,6.8,6.8,,308.0,308.0,,197.0,197.0,,7.8,7.8,,85,85.0,,,2007-07-25,2007.0,7.0,25.0,206.0,Summer,1,0,0,1,2
109452,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239775,Bogastow Brook,W0423,W0423,"[at Orchard Street below Bogastow Pond in the northern most outlet, Millis.]",River/Stream,1.883,1.883,42.18829134,-71.36280624,07-A516-06,River,72-1044,7/23/2007,2007-07-23,3:42:02 PM,15:42:02,Flowing,0.1,0.1,,21.3,21.3,,7.1,7.1,,308.0,308.0,,197.0,197.0,,6.3,6.3,i,72,72.0,i,,2007-07-23,2007.0,7.0,23.0,204.0,Summer,1,0,0,1,2
109453,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239775,Bogastow Brook,W0423,W0423,"[at Orchard Street below Bogastow Pond in the northern most outlet, Millis.]",River/Stream,1.883,1.883,42.18829134,-71.36280624,07-A516-06,River,72-1045,7/25/2007,2007-07-25,11:12:03 AM,11:12:03,Flowing,0.2,0.2,,22.8,22.8,,7.1,7.1,,311.0,311.0,,199.0,199.0,,6.3,6.3,,73,73.0,,,2007-07-25,2007.0,7.0,25.0,206.0,Summer,1,0,0,1,2
109455,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239825,Dopping Brook,W0416,W0416,"[Whitney Street, Holliston]",River/Stream,0.7,0.7,42.21553968,-71.40765942,07-A514-01,River,72-1048,7/25/2007,2007-07-25,11:37:07 AM,11:37:07,Flowing,0.3,0.3,,19.2,19.2,,7.1,7.1,,167.0,167.0,,107.0,107.0,,6.9,6.9,,76,76.0,,,2007-07-25,2007.0,7.0,25.0,206.0,Summer,1,0,0,1,2
109457,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239825,Dopping Brook,W1589,W1589,"[Brook Street, Holliston/Sherborn]",River/Stream,,,42.22237155,-71.40927393,07-A514-02,River,72-1051,7/25/2007,2007-07-25,11:59:05 AM,11:59:05,Flowing,0.2,0.2,,18.5,18.5,,6.8,6.8,,152.0,152.0,,97.0,97.0,,4.9,4.9,,53,53.0,,,2007-07-25,2007.0,7.0,25.0,206.0,Summer,1,1,0,1,3
109458,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239050,Charles River,W0384,W0384,"[footbridge above Watertown Dam, Watertown.]",River/Stream,8.644,8.644,42.36514506,-71.1903328,07-A512-01,River,72-1053,7/20/2007,2007-07-20,8:51:31 AM,08:51:31,Flowing,0.5,0.5,,23.9,23.9,,7.0,7.0,,525.0,525.0,,336.0,336.0,,3.6,3.6,,44,44.0,,,2007-07-20,2007.0,7.0,20.0,201.0,Summer,1,1,0,1,3
109459,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239050,Charles River,W0384,W0384,"[footbridge above Watertown Dam, Watertown.]",River/Stream,8.644,8.644,42.36514506,-71.1903328,07-A512-01,River,72-1054,7/23/2007,2007-07-23,8:59:03 AM,08:59:03,Flowing,0.2,0.2,,23.0,23.0,,7.0,7.0,,551.0,551.0,,353.0,353.0,,4.2,4.2,,49,49.0,,,2007-07-23,2007.0,7.0,23.0,204.0,Summer,1,1,0,1,3
109460,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239125,Beaver Brook,W1143,W1143,"[at inlet to Mill Pond, Waltham/Belmont]",River/Stream,3.026,3.026,42.39554541,-71.19710167,07-A512-02,River,72-1056,7/20/2007,2007-07-20,9:26:31 AM,09:26:31,Flowing,0.1,0.1,,19.8,19.8,,7.2,7.2,,569.0,569.0,,364.0,364.0,,6.4,6.4,,72,72.0,,,2007-07-20,2007.0,7.0,20.0,201.0,Summer,1,0,0,1,2
109461,Extracted from WPP_WQData_2005-2020.mdb on 6/30/2022 3:25:38 PM,2007,QC4,2013-07-29 10:27:16,Charles (2007),Charles,7239125,Beaver Brook,W1143,W1143,"[at inlet to Mill Pond, Waltham/Belmont]",River/Stream,3.026,3.026,42.39554541,-71.19710167,07-A512-02,River,72-1057,7/23/2007,2007-07-23,9:35:32 AM,09:35:32,Flowing,0.1,0.1,,17.5,17.5,,7.4,7.4,,1171.0,1171.0,c,749.0,749.0,c,7.6,7.6,,80,80.0,,,2007-07-23,2007.0,7.0,23.0,204.0,Summer,1,0,0,1,2
